"???","???????","??????????","?????????????","???????","????????","???????????","???????°æ??????","???????¢¨?","????????????","????????¢¨?","???????","???????????","???????????","????????","?????????","??????????","?????????????","????????????","???•Ë???????","???•Ë????????","??????","????????????","????????????","?????????????","???°æ??¨⁄?","???????(x)","???????(y)","????????????","??????????¨⁄?","???????¨⁄?","??????","???????","???????????","????????","????î≥??","????????","????????","?????","????????","?????????","??????????","?????????","???????","????????","???????","?®˘???","????????","?????????????•Ô?","???????","???????????","????????","?????????","???????????","?????????","?????????","????????????????","?????????????????","?????","???????????","????????????","?•‰???????","??????",
"873","????????","03_11_02_P","4400000","CDFI3261092021000001","2021-03-19","","01","????/????","13","??????","","","","","","","","?????? ????? ???? ?????? 322","?????? ????? ???? ?????44?? 20","27215","???, ????? ??","2021-03-19 18:18:02","I","2021-03-21 00:22:59","","304252.194910644","391541.318121108","????????","","","3","???","","","??????","3","0","","","","","","","","","","","","224.35","","","","","","","","","","","","","224",
"874","????????","03_11_02_P","5050000","CDFI3261092021000001","2021-03-26","","01","????/????","13","??????","","","","","","","","????? ????? ???? 545-1","????? ????? ????3?? 16, ?????? ??,???? (????)","38127","??????","2021-03-26 10:21:51","I","2021-03-28 00:22:59","","409098.434130503","256143.739329648","????????","","???????????","1","","","","??????? ????(????????????)","","","","","","","","","","","","","","198.86","","","","","","","","","250000000","","","","199",
"875","????????","03_11_02_P","5050000","CDFI3261092021000002","2021-03-26","","01","????/????","13","??????","","","","","","","","????? ????? ???? 545-1","????? ????? ????3?? 16, ??,???? (????)","38127","???????????","2021-03-26 16:54:58","I","2021-03-28 00:22:59","","409098.434130503","256143.739329648","????????","","???????????","","","","","??????? ????(????????????)","","","","","","","","","","","","","","173.66","","","","","","","","","50000000","","","","174",
"876","????????","03_11_02_P","3400000","CDFI3261092021000001","2021-04-20","","01","????/????","13","??????","","","","","","","","?•ÎÅç???? ???? ?????? ????? 691-6","?•ÎÅç???? ???? ?????? ????3?? 31","46084","???????","2021-04-20 17:20:36","I","2021-04-22 00:23:10","","401171.252513563","189427.381817249","????????","","??????????","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"877","????????","03_11_02_P","3990000","CDFI3261092016000001","2016-12-20","","01","????/????","13","??????","","","","","","","","??? ??????? ?????? ?????? 23-12????","??? ??????? ?????? ?????? 81","12037","(??)????? ?????","2020-06-15 10:39:45","U","2020-06-17 02:40:00","","219535.920781038","465834.340655339","????????","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"878","????????","03_11_02_P","4160000","CDFI3261092005000001","2005-08-17","","01","????/????","13","??????","","","","","031-584-6663","","477-811","??? ???? ???? ????? 339-6","??? ???? ???? ???? 752","12455","???????? ???????","2021-02-05 09:06:13","U","2021-02-07 02:40:00","","241118.023815752","467465.408400112","????????","???????","???????????","4","???","","","??????","3","1","","","","","","","","","","","","565.55","","","","","","","","","","","","","566",
"879","????????","03_11_02_P","4160000","CDFI3261092006000001","2006-10-16","","01","????/????","13","??????","","","","","031-584-9170","","477-811","??? ???? ???? ?????? 717","??? ???? ???? ?????? 25","12456","©¶??????????","2021-02-05 09:07:45","U","2021-02-07 02:40:00","","242743.101311366","468282.535733572","????????","???????","????????","4","???","","","???","1","3","","","","","","","","","","","","848.68","","","","","","","","","2000000000","","","","849",
"880","????????","03_11_02_P","4160000","CDFI3261092010000002","2010-08-05","","01","????/????","13","??????","","","","","031-585-7027","","","??? ???? ?????? ????? 147","??? ???? ?????? ??????? 337-251","12431","??????? ?????????","2023-02-27 18:01:41","U","2023-03-01 02:40:00","","233403.335334228","489666.826738727","????????","","","2","","","","??????","2","","","","","","","","","","","","","652.75","","","","","","","","","","","","","653",
"881","????????","03_11_02_P","4160000","CDFI3261092012000001","2012-09-04","","01","????/????","13","??????","","","","","031-581-8346","","477-814","??? ???? ???? ????? 129 4?? 2??","??? ???? ???? ????????? 149-33","12449","????","2021-02-05 09:17:24","U","2021-02-07 02:40:00","","240977.444286251","476609.888425427","????????","","","2","","","","","2","","","","","","","","","","","","","536.6","","","","","","","","","","","","","537",
"882","????????","03_11_02_P","4160000","CDFI3261092012000003","2012-10-11","","01","????/????","13","??????","","","","","031-585-7959","","477-854","??? ???? ????? ??? 247-1","??? ???? ????? ?????? 2108","12459","????????","2021-02-05 09:19:37","U","2021-02-07 02:40:00","","240505.887588321","465926.344528178","????????","","????????","2","???","","","??????? ????(????????????)","2","","","","Arno pension","Tourism Pension","","","","","","","","229.67","","","","","","","","","500000000","","","","230",
"883","????????","03_11_02_P","4160000","CDFI3261092017000001","2017-03-09","","01","????/????","13","??????","","","","","031-581-8188","","","??? ???? ?????? ?•È¨⁄? 129-1","??? ???? ?????? ?®¨??•È¨Ÿ?406???? 153-80","12425","?????","2020-10-29 15:05:26","U","2020-10-31 02:40:00","","239027.637824228","480246.81882233","????????","","","2","","","","??????","2","","","","","","","","","","","","","1963","","","","","","","","","100000000","","","","1963",
"884","????????","03_11_02_P","4160000","CDFI3261092017000002","2017-09-14","","01","????/????","13","??????","","","","","","","","??? ???? ???? ????? 339-3","??? ???? ???? ???? 764 (??????)","12455","????????? ?????(GREATCAMP Le Point)","2020-08-10 10:01:38","U","2020-08-12 02:40:00","","241257.18135305","467424.726023182","????????","","","","","","","","","","","","","","","","","","","","","133.37","","","","","","","","","","","","","133",
"885","????????","03_11_02_P","4160000","CDFI3261092018000001","2018-01-19","","01","????/????","13","??????","","","","","031-585-0634","","","??? ???? ????? ????? 226-5????","??? ???? ????? ??????? 108, ???????","12473","???????","2019-01-21 11:15:24","U","2019-01-23 02:40:00","","243087.700303906","454641.451101134","????????","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"886","????????","03_11_02_P","4790000","CDFI3261092018000003","2018-08-02","","01","????/????","13","??????","","","","","","","","?????? ?•Ó?? ????? ????? 616-3","?????? ?•Ó?? ????? ???????? 3-16","56342","(??)???¢¨????","2021-04-06 15:33:46","U","2021-04-08 02:40:00","","157504.298308329","242127.622091832","????????","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","547000000","","","","",
"887","????????","03_11_02_P","3490000","CDFI3261092018000001","2018-10-04","","01","????/????","13","??????","","","","","","","","????????? ??? ??±¬ 1946-18 ?????????????","????????? ??? ??????????? 52, ????????????? (??±¬)","22393","??????????","2022-05-17 17:27:57","U","2022-05-19 02:40:00","","162698.954444626","443859.386825553","????????","","?????????","3","???","","","??????","3","0","","","","","","","","","","","","965.08","","","","","","","","","450000000","","","","965",
"888","????????","03_11_02_P","4510000","CDFI3261092018000005","2018-10-26","","01","????/????","13","??????","","","","","","","","??????? ????? ???¯™ 2256-7????","??????? ????? ???????9?? 2-19 (???¯™)","33489","??? ??? ???","2018-10-26 10:11:16","I","2018-10-28 02:36:22","","156103.983995923","312981.865961929","????????","","????????","3","???","","","??????","3","0","","","Daecheon Cherry Pension","Tourism Pension","","","","","","","","495.63","","","","","","","","","1500000000","","","","496",
"889","????????","03_11_02_P","5330000","CDFI3261092018000004","2018-10-08","","01","????/????","13","??????","","","","","","","","???? ?óµ?? ????? ???? 339-2????","???? ?óµ?? ????? ??????? 204","53081","?????","2018-10-08 10:08:38","I","2018-10-10 02:36:03","","325481.429353294","147449.702679979","????????","","????????","3","","","","???????","3","","","","","","","","","","","","","214.31","","","","","","","","","700000000","","","","214",
"890","????????","03_11_02_P","4620000","CDFI3261092018000004","2018-10-26","","01","????/????","13","??????","","","","","","","","??????? ?®˙?? ????? ????? 64-9????","??????? ?®˙?? ????? ??????? 44-21","32160","???????","2018-10-29 09:14:21","I","2018-10-31 02:36:17","","144675.365998385","344151.83134017","????????","","????????","2","","","","???????","2","0","","","","","","","","","","","","390.02","","","","","","","","","","","","","390",
"891","????????","03_11_02_P","4620000","CDFI3261092018000005","2018-10-26","","01","????/????","13","??????","","","","","","","","??????? ?®˙?? ????? ????? 64-9????","??????? ?®˙?? ????? ??????? 44-21","32160","???????","2018-10-29 09:15:05","I","2018-10-31 02:36:17","","144675.365998385","344151.83134017","????????","","????????","3","","","","???????","3","0","","","","","","","","","","","","283.14","","","","","","","","","","","","","283",
"892","????????","03_11_02_P","4620000","CDFI3261092018000006","2018-10-26","","01","????/????","13","??????","","","","","","","","??????? ?®˙?? ????? ????? 64-9????","??????? ?®˙?? ????? ??????? 44-21","32160","???????","2018-10-29 09:16:49","I","2018-10-31 02:36:17","","144675.365998385","344151.83134017","????????","","????????","2","","","","???????","2","0","","","","","","","","","","","","434.37","","","","","","","","","","","","","434",
"893","????????","03_11_02_P","3570000","CDFI3261092022000001","2022-07-27","","01","????/????","13","??????","","","","","","","","????????? ????? ????? ?????? 55-7","????????? ????? ????? ??????1502???? 19-8","23062","???°¿????","2022-07-27 16:37:15","I","2022-07-29 00:22:39","","151825.908092055","454970.866999735","????????","","????????","3","","","","","0","0","0","0","","","0","0","","0","0","","0","271.37","","0","","","","","","","0","","","","271",
"894","????????","03_11_02_P","4250000","CDFI3261092022000002","2022-08-10","","01","????/????","13","??????","","","","","","","","?????? ???? ???? ?????? 1228","?????? ???? ???? ?ØÉ??? 87","25169","??? ???","2023-01-18 09:50:13","U","2023-01-21 02:40:00","","313232.481852853","474567.186763979","????????","","????????","2","","","","??????? ????(????????????)","2","0","0","0","","","0","0","","0","0","","0","195.58","","0","","","","","","","0","","","","196",
"895","????????","03_11_02_P","4620000","CDFI3261092022000002","2022-08-10","","01","????/????","13","??????","","","","","","","","??????? ?®˙?? ????? ?®˙? 2545","??????? ?®˙?? ????? ???? 130","32165","?®˙? ???????? ????????","2022-08-10 13:11:35","I","2022-08-12 00:22:28","","142834.413763282","334925.738745697","????????","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"896","????????","03_11_02_P","5430000","CDFI3261092022000003","2022-07-04","","01","????/????","13","??????","","","","","","","","???? ????? ???? ?????? 431","???? ????? ???? ?????202???? 16","52436","????? ??","2022-07-04 08:48:37","I","2022-07-06 00:22:29","","282434.959317447","140070.632278095","????????","","","2","","","","","2","0","0","0","","","0","0","","0","0","","0","129.08","","0","","","","","","","800000000","","","","129",
"897","????????","03_11_02_P","5050000","CDFI3261092022000001","2022-08-18","","01","????/????","13","??????","","","","","","","","????? ????? ?????? 291-14 ????????????????","????? ????? ????? 49-80, ???????????????? (??????)","38128","???? ????","2022-08-18 10:46:30","I","2022-08-20 00:22:27","","408157.886740056","256737.014534437","????????","","????????????","0","","","","???????","0","0","0","0","","","0","0","","0","0","","0","367.32","","0","","","","","","","0","","","","367",
"898","????????","03_11_02_P","4190000","CDFI3261092022000001","2022-08-23","","01","????/????","13","??????","","","","","763-0480","","","?????? ????? ????? ????? 467-5","?????? ????? ????? ???? 480-11","26506","?????480","2022-08-23 14:06:45","I","2022-08-25 00:22:37","","292567.99547664","417940.611041598","????????","","","0","???","","","??????? ????(????????????)","2","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","50000000","","","","0",
"899","????????","03_11_02_P","4880000","CDFI3261092022000001","2022-07-07","","01","????/????","13","??????","","","","","","","","????? ???? ?????? ????? 571","????? ???? ?????? ?????? 1458-27","59521","??????????","2022-07-07 11:33:27","I","2022-07-12 00:22:29","","244176.328060317","124078.857518136","????????","","","1","","","","","0","0","0","0","","","0","0","","0","0","","0","82.5","","0","","","","","","","0","","","","83",
"900","????????","03_11_02_P","5120000","CDFI3261092022000003","2022-07-07","","01","????/????","13","??????","","","","","","","","????? ????? ?????? ???? 543","????? ????? ?????? ???? 862-11","36992","???????","2022-07-08 16:57:09","I","2022-07-12 00:22:29","","283151.064635365","354764.76692401","????????","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","81","","0","","","","","","","0","","","","81",
"901","????????","03_11_02_P","5120000","CDFI3261092022000004","2022-07-07","","01","????/????","13","??????","","","","","","","","????? ????? ?????? ????? 378","????? ????? ?????? ????????? 3","36993","?????????","2022-07-08 16:57:58","I","2022-07-12 00:22:29","","290872.425194256","355414.361764867","????????","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","195.6","","0","","","","","","","0","","","","196",
"902","????????","03_11_02_P","4160000","CDFI3261092022000002","2022-08-26","","01","????/????","13","??????","","","","","","","","??? ???? ?????? ???? 422","??? ???? ?????? ???? 1515-29","12430","???","2022-08-26 15:38:03","I","2022-08-28 00:22:28","","244341.768235478","470246.665363","????????","","???????","3","???","","","","3","1","0","0","","","0","0","","0","0","","0","591.91","","0","","","","","","","0","","","","592",
"903","????????","03_11_02_P","5190000","CDFI3261092022000004","2022-08-26","","01","????/????","13","??????","","","","","","","","????? ????? ????? ?????? 195","????? ????? ????? ?????? 642","38306","????????? ????","2022-08-26 15:19:59","I","2022-08-28 00:22:28","","341666.276481576","241550.726194612","????????","","","2","","","","??????","1","1","0","0","","","0","0","","0","0","","0","1759","","0","","","","","","","0","","","","1759",
"904","????????","03_11_02_P","4200000","CDFI3261092022000004","2022-08-03","","01","????/????","13","??????","","","","","","","","?????? ?????? ?????? 224-56","?????? ?????? ???? 663-117 (??????)","25459","??????????","2022-08-03 14:30:37","I","2022-08-05 00:22:28","","366763.76673796","480624.83962311","????????","","","2","","","","","2","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"905","????????","03_11_02_P","4320000","CDFI3261092022000001","2022-08-11","","01","????/????","13","??????","","","","","","","","?????? ???? ???? ???ıÍ 130","?????? ???? ???? ????? 399","24511","???????","2022-08-11 15:47:08","I","2022-08-13 00:22:28","","293321.593186487","521631.564617822","????????","","????????","0","???","","","??????","0","0","0","0","","","0","0","","0","0","","0","102.78","","0","","","","","","","0","","","","103",
"906","????????","03_11_02_P","4740000","CDFI3261092022000001","2022-08-18","","01","????/????","13","??????","","","","","","","","?????? ????? ????? ????? 1208","?????? ????? ????? ?????? 92-5","55548","???????","2022-08-18 15:00:41","I","2022-08-20 00:22:27","","270919.735916543","278193.504945437","????????","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"907","????????","03_11_02_P","4390000","CDFI3261092018000001","2018-05-28","","01","????/????","13","??????","","","","","","","","?????? ????? ??????? ????? 472???? ?? 1????","?????? ????? ??????? ?????? 31","27497","????????????","2018-05-28 09:56:34","I","2018-08-31 23:59:59","","287499.825650291","373193.422447087","????????","","????????","2","???","","","?????????","2","1","","","","","","","","","","","","392.92","","","","","","","","","120000000","","","","393",
"908","????????","03_11_02_P","4400000","CDFI3261092015000001","2015-12-07","","01","????/????","13","??????","","","","","043-644-1118","","","?????? ????? ????? ??? 106????","?????? ????? ????? ??????? 1346","27226","????? ???????","2015-12-07 11:28:01","I","2018-08-31 23:59:59","","296979.767387452","374067.072360011","????????","","???????????","2","???","","","???????","2","0","","","","","","","","","","","","218.58","","","","","","","","","","","","","219",
"909","????????","03_11_02_P","4480000","CDFI3261092016000001","2016-02-19","","01","????/????","13","??????","","","","","043-422-6221","","","?????? ??? ????? ???ïó 1127????","?????? ??? ????? ????1?? 55 (??????????????)","27021","??????????","2016-02-19 13:58:04","I","2018-08-31 23:59:59","","325319.882416586","394396.096186308","????????","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10000000","","","","",
"910","????????","03_11_02_P","3570000","CDFI3261092012000001","2012-07-02","","01","????/????","13","??????","","","","","032-933-7711","","417-911","????????? ????? ???? ?????? 1055-2","????????? ????? ???? ??ÅÈ?? 1011","23007","???????","2021-02-05 14:36:09","U","2021-02-07 02:40:00","","138030.304096057","465748.151885855","????????","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"911","????????","03_11_02_P","3570000","CDFI3261092015000001","2015-04-07","","01","????/????","13","??????","","","","","0329378602","","417-862","????????? ????? ????? ???","????????? ????? ????? ??????1066???? 12","23059","???????????","2015-04-07 10:35:36","I","2018-10-09 15:19:31","","152283.900438819","457762.68495884","????????","","??????????","3","???©£????","","","??????","2","1","","","","","","","","","","","","413.81","","","","","","","","","500000000","","","","414",
"912","????????","03_11_02_P","3570000","CDFI3261092015000002","2015-11-18","","01","????/????","13","??????","","","","","","","","????????? ????? ????? ?????? 165????","????????? ????? ????? ?????? 1641","23062","???®®?","2015-11-18 11:49:06","I","2018-10-09 15:19:31","","150670.277841519","455020.763041163","????????","","???????","3","???","","","???","3","","","","","","","","","","","","","","","","","","","","","","","","","","",
"913","????????","03_11_02_P","3570000","CDFI3261092016000001","2016-12-27","","01","????/????","13","??????","","","","","","","","????????? ????? ????? ?????? ?? 125-1????","????????? ????? ????? ?????? 1669-12","23062","??????≤J","2016-12-27 16:47:01","I","2018-10-09 15:19:31","","150330.125618244","454900.857543901","????????","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"914","????????","03_11_02_P","3570000","CDFI3261092017000001","2017-03-27","","01","????/????","13","??????","","","","","032-937-4871","","","????????? ????? ????? ?????? 184-1????","????????? ????? ????? ??????1691???? 43-30","23062","????????","2017-03-27 13:32:20","I","2018-10-09 15:19:31","","150359.394502694","454711.602682263","????????","","","2","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","",
"915","????????","03_11_02_P","3570000","CDFI3261092018000001","2018-01-03","","01","????/????","13","??????","","","","","032-933-3500","","","????????? ????? ????? ?????? 66-30????","????????? ????? ????? ?????? 1596","23062","??????","2019-03-26 19:41:30","U","2019-03-28 02:40:00","","151094.869229765","454976.837788454","????????","","","3","","","","","3","","","","","","","","","","","","","206.52","","","","","","","","","","","","","207",
"916","????????","03_11_02_P","3570000","CDFI3261092004000001","2004-07-15","","01","????/????","13","??????","","","","","032-933-9290","","417-911","????????? ????? ???? ?????? 886-5????","????????? ????? ???? ???????212???? 17","23007","?????? ?? ??????","2016-10-20 18:23:36","I","2018-10-09 15:19:31","","141109.250151651","461393.888924257","????????","???????","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"917","????????","03_11_02_P","3570000","CDFI3261092007000001","2007-06-15","","01","????/????","13","??????","","","","","937-7707","","417-862","????????? ????? ????? ??? 514-3????","????????? ????? ????? ?????? 1414-1","23059","????","2011-10-30 13:24:35","I","2018-10-09 15:19:31","","152456.467372431","454787.739445471","????????","","????????","3","???","","","?????????","3","","","","","","","","","","","","","234.4","","","","","","","","","","","","","234",
"918","????????","03_11_02_P","3570000","CDFI3261092010000001","2010-11-23","","01","????/????","13","??????","","","","","","","417-862","????????? ????? ????? ?????? 61-19????","????????? ????? ????? ??????1502???? 11","23062","??????","2011-10-30 13:27:51","I","2018-10-09 15:19:31","","151978.237935987","454876.263988457","????????","","????????","3","???","","","??????","3","","","","","","","","","","","","","583.2","","","","","","","","","1300000000","","","","583",
"919","????????","03_11_02_P","5440000","CDFI3261092010000001","2010-09-06","","01","????/????","13","??????","","","","","055-884-3733","","667-924","???? ????? ????? ???? 835-1","???? ????? ????? ????? 427-36","667-924","?????","2021-02-01 17:09:16","U","2021-02-03 02:40:00","","281330.867093396","164708.486787449","????????","","","","","","2?? 8????","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"920","????????","03_11_02_P","4060000","CDFI3261092018000001","2018-12-13","","01","????/????","13","??????","","","","","","","","??? ????? ????? ?????? 137-1????","??? ????? ????? ??????110???? 68, 2??","10846","????????????","2020-03-18 16:52:40","U","2020-03-20 02:40:00","","176561.884340336","479072.391537289","????????","","","","","","","","","","","","","","","","","","","","","105","","","","","","","","","","","","","105",
"921","????????","03_11_02_P","5180000","CDFI3261092018000001","2018-12-05","","01","????/????","13","??????","","","","","054-732-0812","","766-853","????? ?????? ????? ???? 21????","","","??????????","2019-01-14 17:00:23","U","2019-01-16 02:40:00","","416054.511132427","347435.969237095","????????","","","3","","","","","2","1","","","","","","","","","","","","2143.08","","","","","","","","","3000000000","","","","2143",
"922","????????","03_11_02_P","5050000","CDFI3261092018000001","2018-12-20","","01","????/????","13","??????","","","","","","","","????? ????? ?????? ?????? ?? 42-2????","????? ????? ?????? ?????? 1819-23","38123","(??)??????????????","2018-12-20 11:48:39","I","2018-12-22 02:20:24","","425291.596858076","255167.280898553","????????","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"923","????????","03_11_02_P","5370000","CDFI3261092018000004","2018-12-06","","01","????/????","13","??????","","","","","","","","???? ?????? ???? ?????? 561-6????","???? ?????? ???? ??????? 2038-1","53329","???????","2018-12-06 08:50:44","I","2018-12-08 02:20:10","","354487.550276483","147015.849838105","????????","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"924","????????","03_11_02_P","4250000","CDFI3261092018000001","2018-12-07","","01","????/????","13","??????","","","","","","","","?????? ???? ???? ?????? 310-1????","?????? ???? ???? ???????? 33","25103","?????????? 1????","2018-12-07 11:53:50","I","2018-12-09 02:20:10","","259258.724077191","457770.122415276","????????","","????????","2","???","","","??????","2","","","","","","","","","","","","","184.77","","","","","","","","","","","","","185",
"925","????????","03_11_02_P","4250000","CDFI3261092018000002","2018-12-07","","01","????/????","13","??????","","","","","","","","?????? ???? ???? ?????? 311-4","?????? ???? ???? ???????? 31","25103","?????????? 2????","2021-06-02 10:12:37","U","2021-06-04 02:40:00","","259234.697709095","457774.441869884","????????","","????????","2","???","","","??????","2","","","","","","","","","","","","","242.11","","","","","","","","","","","","","242",
"926","????????","03_11_02_P","4250000","CDFI3261092018000003","2018-12-07","","01","????/????","13","??????","","","","","","","","?????? ???? ???? ?????? 312-17","?????? ???? ???? ???????? 29","25103","?????????? 3????","2021-06-02 10:23:51","U","2021-06-04 02:40:00","","259212.274268268","457765.219865508","????????","","????????","2","???","","","??????","2","","","","","","","","","","","","","199.08","","","","","","","","","","","","","199",
"927","????????","03_11_02_P","5530000","CDFI3261092020000010","2020-11-27","","01","????/????","13","??????","","","","","031-356-9977","","","??? ????? ????? ???•Ë? 41-17","??? ????? ????? ???? 128","18553","?????????","2023-03-06 16:10:32","U","2023-03-08 02:40:00","","166629.389241418","407163.807841125","????????","","","2","","","","","0","0","0","0","","","0","0","","0","0","","0","199.6","","0","","","","","","","0","","","","200",
"928","????????","03_11_02_P","4740000","CDFI3261092021000001","2021-01-12","","01","????/????","13","??????","","","","","","","","?????? ????? ????? ??? 624-1","?????? ????? ????? ????? 16","55555","?????????????","2021-01-12 15:30:54","I","2021-01-14 00:23:05","","268382.467091765","267880.231324646","????????","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"929","????????","03_11_02_P","4180000","CDFI3261092021000001","2021-01-21","","01","????/????","13","??????","","","","","","","","?????? ????? ????? ???? 68","?????? ????? ????? ?????? 155","24412","????? ??????","2021-06-15 16:23:16","U","2021-06-17 02:40:00","","263673.010932254","477934.351634747","????????","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000000000","","","","",
"930","????????","03_11_02_P","4160000","CDFI3261092020000001","2020-12-01","","01","????/????","13","??????","","","","","","","","??? ???? ??? ?????? 805-4","??? ???? ??? ???? 171-24","12448","?????","2021-05-20 00:59:31","U","2021-05-22 02:40:00","","231297.480424854","474769.575619401","????????","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"931","????????","03_11_02_P","5590000","CDFI3261092022000001","2022-05-02","","01","????/????","13","??????","","","","","","","","??? ????? ????? ??? 174-1","??? ????? ????? ?????502???? 222-68","11524","???????(??)","2022-05-02 13:08:45","I","2022-05-04 00:22:32","","194202.358398209","465985.021065212","????????","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"932","????????","03_11_02_P","5430000","CDFI3261092022000001","2022-05-02","","01","????/????","13","??????","","","","","","","","???? ????? ???? ????? 1428","???? ????? ???? ????? 797-10, ???????","52436","???????","2022-05-02 18:44:19","I","2022-05-04 00:22:32","","281078.844837632","136512.061875936","????????","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","192.78","","0","","","","","","","100000000","","","","193",
"933","????????","03_11_02_P","5670000","CDFI3261092022000001","2022-06-14","","01","????/????","13","??????","","","","","","","","???? ????? ?????????? ?????? ????? 158-1","???? ????? ?????????? ?????? ???2?? 121-67","51781","055","2023-04-27 17:15:22","U","2023-04-29 02:40:00","","338921.674795347","179626.066150127","????????","","","1","","","","","1","0","0","0","","","0","0","","0","0","","0","198","","0","","","","","","","1000000000","","","","198",
"934","????????","03_11_02_P","4180000","CDFI3261092022000001","2022-06-15","","01","????/????","13","??????","","","","","","","","?????? ????? ????? ??Ér 341-3","?????? ????? ????? ?????? 3337","24202","???","2023-01-09 10:11:02","U","2023-01-11 02:40:00","","262093.343247948","493816.693117518","????????","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"935","????????","03_11_02_P","5000000","CDFI3261092022000001","2022-05-13","","01","????/????","13","??????","","","","","","","","????? ?????? ?????? ?????? 1-36","????? ?????? ?????? ??????©™?? 117","58900","?????•È?","2022-05-13 15:51:19","I","2022-05-15 00:22:32","","136484.173830096","118370.522534295","????????","","????????","1","???","","","???????","1","0","0","0","","","0","0","","0","0","","0","79.2","","0","","","","","","","0","","","","79",
"936","????????","03_11_02_P","5120000","CDFI3261092022000002","2022-05-31","","01","????/????","13","??????","","","","","","","","????? ????? ?????? 67","????? ????? ?????????? 3 (??????)","36987","????•Â?•È?","2022-05-31 09:25:45","I","2022-06-04 00:22:32","","302771.315094279","349547.105826834","????????","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","192","","0","","","","","","","0","","","","192",
"937","????????","03_11_02_P","5430000","CDFI3261092022000002","2022-06-20","","01","????/????","13","??????","","","","","","","","???? ????? ???? ????? 1427","???? ????? ???? ????? 797-14","52436","????","2022-06-20 09:19:59","I","2022-06-22 00:22:40","","281070.764404428","136488.33588921","????????","","","1","","","","","1","0","0","0","","","0","0","","0","0","","0","221.6","","0","","","","","","","100000000","","","","222",
"938","????????","03_11_02_P","4160000","CDFI3261092022000001","2022-06-27","","01","????/????","13","??????","","","","","","","","??? ???? ??? ??? 187-3","??? ???? ??? ?¨’????? 13-120","12443","???????????","2022-06-27 09:16:22","I","2022-06-29 00:22:30","","227827.610857752","476744.799011009","????????","","????????","1","???","","","???","1","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","500000000","","","","0",
"939","????????","03_11_02_P","4350000","CDFI3261092022000002","2022-06-27","","01","????/????","13","??????","","","","","","","","?????? ??? ?????? ??????? 71-7","?????? ??? ?????? ??????? 110-38","25058","?????????","2022-06-27 09:06:50","I","2022-06-29 00:22:30","","357386.275758647","492198.441181757","????????","","","1","","","","","1","0","0","0","","","0","0","","0","0","","0","109.41","","0","","","","","","","0","","","","109",
"940","????????","03_11_02_P","4340000","CDFI3261092022000001","2022-05-06","","01","????/????","13","??????","","","","","","","","?????? ?????? ?ﬁ√?? ??????? 206-3","?????? ?????? ?ﬁ√?? ???????? 12-8","24756","????????","2022-08-11 09:12:59","U","2022-08-13 02:40:00","","335548.206399307","531284.563297712","????????","","","2","","","","","2","0","0","0","","","0","0","","0","0","","0","258.43","","0","","","","","","","50000000","","","","258",
"941","????????","03_11_02_P","5010000","CDFI3261092022000001","2022-05-09","","01","????/????","13","??????","","","","","061-244-1131","","","????? ???? ????? ??????? 275","????? ???? ????? ?????? 7","58857","??????•È?","2022-05-09 08:45:20","I","2022-05-11 00:22:42","","116884.90615029","121648.526770664","????????","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
"942","????????","03_11_02_P","4810000","CDFI3261092022000001","2022-05-23","","01","????/????","13","??????","","","","","","","","????? ?????? ???? ????? 481-20","????? ?????? ???? ????? 121-11","59659","???121","2022-05-23 09:02:06","I","2022-05-25 00:22:31","","257789.239567117","134898.355331174","????????","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0",
